GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,Area_sqkm,State,District,Latitude,Longitude,District code,Population,Sex_ratio,Literacy_rate,Male_Literacy_rate,Female_Literacy_rate,SC_ratio,ST_ratio,Worker_ratio,Male_Worker_ratio,Female_Worker_ratio,Main_Worker_ratio,Marginal_Worker_ratio,Non_Worker_ratio,Hindu_ratio,Muslim_ratio,Christian_ratio,Sikh_ratio,Buddhist_ratio,Jain_ratio,Other_religion_ratio,Religion_not_stated_ratio,Households_with_electricity_ratio,Households_with_LPG_ratio,Households_with_internet_ratio,Households_with_computer_ratio,Rural_household_ratio,Urban_household_ratio,Households_with_bicycle_ratio,Households_with_car_ratio,Households_with_radio_ratio,Households_with_scooter_ratio,Households_with_tv_ratio,Households_with_phone_ratio,Below_primary_ratio,Primary_ratio,Middle_ratio,Secondary_ratio,Higher_ratio,Graduate_ratio,Other_education_ratio,Illiteracy_rate,Age_0_29_ratio,Age_30_49_ratio,Age_50_ratio,Age_not_stated_ratio,Tapwater_ratio,Handpump_ratio,Wellwater_ratio,Springwater_ratio,Riverwater_ratio,Households_with_latrine_ratio,Households_with_bathing_facility_ratio,Low_income_ratio,Middle_income_ratio,High_income_ratio,Power_Parity_Less_than_Rs_45000_ratio,Power_Parity_Rs_45000_90000_ratio,Power_Parity_Rs_90000_150000_ratio,Power_Parity_Rs_45000_150000_ratio,Power_Parity_Rs_150000_240000_ratio,Power_Parity_Rs_240000_330000_ratio,Power_Parity_Rs_150000_330000_ratio,Power_Parity_Rs_330000_425000_ratio,Power_Parity_Rs_425000_545000_ratio,Power_Parity_Rs_330000_545000_ratio,Power_Parity_Above_Rs_545000_ratio,Pop_Density,River_Count,Lake_Count,River_Distance,Rainfall_N,Population_N,River_N,Lake_N,Water_Stress,Risk,Log_Pop_Density
IND.36.11_1,IND,India,IND.36_1,West Bengal,NA,Kolkata,Calcutta,NA,District,District,NA,IN.WB.KO,"POLYGON ((88.2706530000001 22.551760000000062, 88.28359985400016 22.54805183500008, 88.30818176300004 22.544612884000053, 88.32071685800007 22.546850204000066, 88.32888793900018 22.552141190000157, 88.3434524540001 22.573520661000092, 88.34810638400006 22.588930131000044, 88.35233307000016 22.59674072200011, 88.35978698700006 22.606021882000157, 88.36450195300012 22.60494041400017, 88.36551666300004 22.612350464000087, 88.36414337100013 22.62066078300017, 88.35968017600003 22.629739761000106, 88.38059234700006 22.627767563000184, 88.38862609800015 22.62635040200007, 88.39061737100013 22.624742509000043, 88.39211273200016 22.618431091000048, 88.39305877600009 22.597740174000023, 88.39189910900012 22.590789796000138, 88.3943405160001 22.58333969200015, 88.40216827500018 22.569709778000167, 88.40376281700014 22.56231117300007, 88.40731008900019 22.556471189000035, 88.40724251800002 22.556364475000066, 88.40645100000006 22.555115000000168, 88.40613572300002 22.554616862000156, 88.40570068300008 22.553930283000117, 88.39900970500014 22.554840088000162, 88.39860459900001 22.554408873000114, 88.39803300000004 22.55380100000019, 88.39852100000013 22.549051000000073, 88.39209700000008 22.541036000000016, 88.39170004300017 22.54053980399999, 88.39169311400008 22.54053115800019, 88.39073539700013 22.540192172000047, 88.39028910700017 22.54003423400013, 88.38725300000003 22.538960000000035, 88.38719300000002 22.537237999999995, 88.38707700000003 22.533871000000147, 88.37975300000016 22.52355000000005, 88.37599200000015 22.52135100000004, 88.37156700000013 22.522900000000103, 88.37065773200003 22.519324174000193, 88.36963700000018 22.515310000000056, 88.36964799999997 22.511240000000097, 88.36965900000001 22.507511001000015, 88.36770599900018 22.50051099900014, 88.36608881400001 22.497890316999985, 88.3644409170002 22.49522018500005, 88.36296052400019 22.49514462300004, 88.36165200000009 22.49507800000009, 88.35896407300002 22.494940820000128, 88.358948 22.494940001000145, 88.35387836000012 22.495402014000096, 88.35246276800005 22.495531082000124, 88.34670257600004 22.494951247000188, 88.345167905 22.495366308000143, 88.33975400000014 22.496831000000043, 88.33616612100019 22.49780096800015, 88.32836900000014 22.503681001000018, 88.32835959500017 22.503685157, 88.32667900000013 22.50442800000013, 88.32434100000012 22.505461000000135, 88.32058000000012 22.504742000000192, 88.3205635020002 22.504744346000162, 88.31657100000007 22.50531200000006, 88.31486328900007 22.505554577000172, 88.31215667700013 22.505939484000123, 88.30834165900016 22.50720008600018, 88.30288100000011 22.509005000000116, 88.29747703900004 22.510790107000098, 88.29646600000011 22.510903000000095, 88.29588729500011 22.51096752500001, 88.29389200000014 22.511190000000056, 88.28807800000016 22.514059000000138, 88.28793300000005 22.52516000000008, 88.28643800000015 22.53261900000012, 88.28159300000003 22.543140000000047, 88.27465800000016 22.54361900000003, 88.27297300000005 22.54508300000003, 88.27192700000018 22.545992000000126, 88.2706530000001 22.551760000000062))",107.92548361877564,West Bengal,Kolkata,22.550581481481483,88.3527648148148,342.0,4496694.0,908.0,80.0,82.0,78.0,5.0,0.0,40.0,60.0,18.0,88.0,12.0,60.0,77.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0,48.0,10.0,19.0,0.0,100.0,19.0,7.0,35.0,9.0,62.0,66.0,7.0,16.0,21.0,14.0,11.0,18.0,2.0,11.0,45.0,32.0,23.0,1.0,65.0,7.0,0.0,0.0,0.0,70.0,66.0,2.0,37.0,21.0,2.0,9.0,28.0,37.0,13.0,14.0,27.0,5.0,9.0,14.0,21.0,41664.80287346812,18.0,4.0,1.0777293169920397,0.09697199264570158,1.0,0.0034835148228953496,0.0010964912280701754,0.7617982567834914,High,10.637435996364673
IND.32.2_1,IND,India,IND.32_1,Telangana,NA,Hyderabad,NA,NA,District,District,NA,IN.TG.HY,"POLYGON ((78.50580596900005 17.45015907200008, 78.51004028300014 17.448480606000143, 78.51882934600019 17.4535999310001, 78.52744293300007 17.45941925100004, 78.53431701700009 17.458469391000165, 78.53453064000006 17.45078086900008, 78.53079223700011 17.43564033400014, 78.52126312300004 17.416860580999977, 78.51625061100003 17.394670487000038, 78.515808105 17.38572120700013, 78.5234680170002 17.366390229000103, 78.51999664400012 17.356531142000165, 78.5095291130001 17.345741271999998, 78.50839996300009 17.336500168000097, 78.50942230300012 17.325300216000127, 78.4945297230002 17.315509797000004, 78.47651672400008 17.299169542000072, 78.47039795000006 17.297071456000026, 78.46591186500001 17.299390792000107, 78.4618988040001 17.302970887000132, 78.45040893600009 17.312360765000047, 78.44457244900008 17.319690703999978, 78.4417114260001 17.33026123100001, 78.44438934300007 17.341558456000143, 78.43474578900009 17.340389251000087, 78.41674041800007 17.3419609070001, 78.40553283800017 17.344528197000102, 78.39552307100018 17.352439880000023, 78.38553619300006 17.384510041000116, 78.38410186800013 17.395000457000148, 78.38687133800009 17.408149719000104, 78.39451599100015 17.419828416000144, 78.40582275400016 17.429189682000015, 78.41526794400005 17.42961120699999, 78.4214859000001 17.424591064000026, 78.42997741800014 17.41199111900016, 78.43875885000004 17.40122032099998, 78.44396209600012 17.397119522000086, 78.44303131000004 17.42346954400017, 78.44798278700017 17.43153953500007, 78.45774078400011 17.441841125000106, 78.47299957199998 17.468980789000174, 78.48545837300014 17.47178840600003, 78.49305725100002 17.466470719000135, 78.50580596900005 17.45015907200008))",196.55243501664646,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536.0,3943323.0,954.0,73.0,76.0,70.0,6.0,1.0,36.0,52.0,19.0,78.0,22.0,64.0,52.0,43.0,2.0,0.0,0.0,0.0,0.0,2.0,82.0,55.0,14.0,26.0,0.0,100.0,22.0,12.0,27.0,41.0,70.0,75.0,6.0,15.0,17.0,20.0,13.0,14.0,1.0,14.0,57.0,27.0,14.0,2.0,81.0,1.0,0.0,0.0,0.0,81.0,82.0,4.0,47.0,15.0,4.0,18.0,29.0,47.0,15.0,4.0,20.0,6.0,8.0,14.0,15.0,20062.44796542984,22.0,2.0,0.9043560414683833,0.005346961504225853,0.48147238113863233,0.0029219902052542,0.0005482456140350877,0.6428325032195467,High,9.906654929369422
